Found 9995 total meshes to process
[1/9995] [1 success|0 fail] [SUCCESS] model_100030.obj (took 0.03s | total elapsed: 0.17s)
[6181/9995] [6136 success|45 fail] [SUCCESS] model_55578.obj (took 129.12s | total elapsed: 8009.65s)
[6182/9995] [6137 success|45 fail] [SUCCESS] model_55572.obj (took 141.27s | total elapsed: 8012.13s)
[6183/9995] [6138 success|45 fail] [SUCCESS] model_55428.obj (took 189.05s | total elapsed: 8013.59s)
[6184/9995] [6139 success|45 fail] [SUCCESS] model_55581.obj (took 124.94s | total elapsed: 8016.04s)
[6185/9995] [6140 success|45 fail] [SUCCESS] model_56109.obj (took 32.56s | total elapsed: 8017.23s)
[6186/9995] [6141 success|45 fail] [SUCCESS] model_518084.obj (took 1283.18s | total elapsed: 8024.92s)
[6187/9995] [6142 success|45 fail] [SUCCESS] model_49998.obj (took 2134.36s | total elapsed: 8026.54s)
[6188/9995] [6143 success|45 fail] [SUCCESS] model_55177.obj (took 251.55s | total elapsed: 8027.01s)
[6189/9995] [6144 success|45 fail] [SUCCESS] model_530425.obj (took 766.30s | total elapsed: 8027.63s)
[6190/9995] [6145 success|45 fail] [SUCCESS] model_51358.obj (took 1544.65s | total elapsed: 8029.08s)
[6191/9995] [6146 success|45 fail] [SUCCESS] model_55262.obj (took 251.26s | total elapsed: 8032.06s)
[6192/9995] [6147 success|45 fail] [SUCCESS] model_564455.obj (took 17.17s | total elapsed: 8034.41s)
[6193/9995] [6148 success|45 fail] [SUCCESS] model_497995.obj (took 2336.16s | total elapsed: 8036.48s)
[6194/9995] [6149 success|45 fail] [SUCCESS] model_56096.obj (took 81.34s | total elapsed: 8036.51s)
[6195/9995] [6150 success|45 fail] [SUCCESS] model_56497.obj (took 10.24s | total elapsed: 8044.64s)
[6196/9995] [6151 success|45 fail] [SUCCESS] model_548873.obj (took 438.13s | total elapsed: 8045.63s)
[6197/9995] [6152 success|45 fail] [SUCCESS] model_522320.obj (took 941.36s | total elapsed: 8046.65s)
[6198/9995] [6153 success|45 fail] [SUCCESS] model_518033.obj (took 1361.92s | total elapsed: 8048.63s)
[6199/9995] [6154 success|45 fail] [SUCCESS] model_55448.obj (took 212.04s | total elapsed: 8049.21s)
[6200/9995] [6155 success|45 fail] [SUCCESS] model_560534.obj (took 100.92s | total elapsed: 8050.52s)
[6201/9995] [6156 success|45 fail] [SUCCESS] model_55353.obj (took 247.09s | total elapsed: 8053.77s)
[6202/9995] [6157 success|45 fail] [SUCCESS] model_51359.obj (took 1580.16s | total elapsed: 8070.94s)
[6203/9995] [6158 success|45 fail] [SUCCESS] model_509316.obj (took 1827.45s | total elapsed: 8077.49s)
[6204/9995] [6159 success|45 fail] [SUCCESS] model_548875.obj (took 471.20s | total elapsed: 8080.91s)
[6205/9995] [6160 success|45 fail] [SUCCESS] model_55559.obj (took 227.75s | total elapsed: 8081.23s)
[6206/9995] [6161 success|45 fail] [SUCCESS] model_557384.obj (took 166.96s | total elapsed: 8087.53s)
[6207/9995] [6162 success|45 fail] [SUCCESS] model_55921.obj (took 158.98s | total elapsed: 8087.59s)
[6208/9995] [6163 success|45 fail] [SUCCESS] model_53754.obj (took 666.01s | total elapsed: 8090.54s)
[6209/9995] [6164 success|45 fail] [SUCCESS] model_53159.obj (took 772.44s | total elapsed: 8097.77s)
[6210/9995] [6165 success|45 fail] [SUCCESS] model_56098.obj (took 141.07s | total elapsed: 8098.25s)
[6211/9995] [6166 success|45 fail] [SUCCESS] model_55429.obj (took 273.45s | total elapsed: 8098.87s)
[6212/9995] [6167 success|45 fail] [SUCCESS] model_51705.obj (took 1429.37s | total elapsed: 8104.73s)
[6213/9995] [6168 success|45 fail] [SUCCESS] model_55932.obj (took 165.38s | total elapsed: 8105.42s)
[6214/9995] [6169 success|45 fail] [SUCCESS] model_529449.obj (took 866.79s | total elapsed: 8112.89s)
[6215/9995] [6170 success|45 fail] [SUCCESS] model_548878.obj (took 486.09s | total elapsed: 8114.59s)
[6216/9995] [6171 success|45 fail] [SUCCESS] model_55427.obj (took 302.64s | total elapsed: 8121.32s)
[6217/9995] [6172 success|45 fail] [SUCCESS] model_55506.obj (took 285.25s | total elapsed: 8122.50s)
[6218/9995] [6173 success|45 fail] [SUCCESS] model_565653.obj (took 43.11s | total elapsed: 8124.34s)
[6219/9995] [6174 success|45 fail] [SUCCESS] model_54674.obj (took 597.00s | total elapsed: 8126.35s)
[6220/9995] [6175 success|45 fail] [SUCCESS] model_56496.obj (took 101.52s | total elapsed: 8133.58s)
[6221/9995] [6176 success|45 fail] [SUCCESS] model_54467.obj (took 624.41s | total elapsed: 8133.82s)
[6222/9995] [6177 success|45 fail] [SUCCESS] model_55558.obj (took 282.15s | total elapsed: 8135.55s)
[6223/9995] [6178 success|45 fail] [SUCCESS] model_56498.obj (took 99.24s | total elapsed: 8135.72s)
[6224/9995] [6179 success|45 fail] [SUCCESS] model_567029.obj (took 14.61s | total elapsed: 8138.96s)
[6225/9995] [6180 success|45 fail] [SUCCESS] model_548860.obj (took 594.17s | total elapsed: 8144.47s)
[6226/9995] [6181 success|45 fail] [SUCCESS] model_55963.obj (took 202.77s | total elapsed: 8145.47s)
[6227/9995] [6182 success|45 fail] [SUCCESS] model_56527.obj (took 98.80s | total elapsed: 8148.01s)
[6228/9995] [6183 success|45 fail] [SUCCESS] model_56103.obj (took 183.86s | total elapsed: 8150.28s)
[6229/9995] [6184 success|45 fail] [SUCCESS] model_518035.obj (took 1462.38s | total elapsed: 8152.53s)
[6230/9995] [6185 success|45 fail] [SUCCESS] model_567032.obj (took 22.29s | total elapsed: 8156.11s)
[6231/9995] [6186 success|45 fail] [SUCCESS] model_540324.obj (took 694.07s | total elapsed: 8157.23s)
[6232/9995] [6187 success|45 fail] [SUCCESS] model_56590.obj (took 74.22s | total elapsed: 8161.75s)
[6233/9995] [6188 success|45 fail] [SUCCESS] model_567027.obj (took 40.51s | total elapsed: 8161.83s)
[6234/9995] [6189 success|45 fail] [SUCCESS] model_567035.obj (took 27.94s | total elapsed: 8166.90s)
[6235/9995] [6190 success|45 fail] [SUCCESS] model_56108.obj (took 188.34s | total elapsed: 8167.58s)
[6236/9995] [6191 success|45 fail] [SUCCESS] model_567028.obj (took 46.09s | total elapsed: 8168.59s)
[6237/9995] [6192 success|45 fail] [SUCCESS] model_567033.obj (took 33.65s | total elapsed: 8169.20s)
[6238/9995] [6193 success|45 fail] [SUCCESS] model_548874.obj (took 563.76s | total elapsed: 8171.87s)
[6239/9995] [6194 success|45 fail] [SUCCESS] model_54757.obj (took 636.90s | total elapsed: 8172.02s)
[6240/9995] [6195 success|45 fail] [SUCCESS] model_56524.obj (took 126.96s | total elapsed: 8173.61s)
[6241/9995] [6196 success|45 fail] [SUCCESS] model_567034.obj (took 41.87s | total elapsed: 8177.58s)
[6242/9995] [6197 success|45 fail] [SUCCESS] model_567042.obj (took 22.09s | total elapsed: 8179.32s)
[6243/9995] [6198 success|45 fail] [SUCCESS] model_548871.obj (took 579.28s | total elapsed: 8180.13s)
[6244/9995] [6199 success|45 fail] [SUCCESS] model_548865.obj (took 614.19s | total elapsed: 8188.64s)
[6245/9995] [6200 success|45 fail] [SUCCESS] model_567041.obj (took 34.09s | total elapsed: 8190.20s)
[6246/9995] [6201 success|45 fail] [SUCCESS] model_55136.obj (took 417.04s | total elapsed: 8192.47s)
[6247/9995] [6202 success|45 fail] [SUCCESS] model_56500.obj (took 151.49s | total elapsed: 8196.14s)
[6248/9995] [6203 success|45 fail] [SUCCESS] model_56029.obj (took 250.72s | total elapsed: 8198.26s)
[6249/9995] [6204 success|45 fail] [SUCCESS] model_565652.obj (took 124.60s | total elapsed: 8205.51s)
[6250/9995] [6205 success|45 fail] [SUCCESS] model_567039.obj (took 55.28s | total elapsed: 8205.56s)
[6251/9995] [6206 success|45 fail] [SUCCESS] model_55657.obj (took 297.96s | total elapsed: 8206.14s)
[6252/9995] [6207 success|45 fail] [SUCCESS] model_56093.obj (took 259.34s | total elapsed: 8210.13s)
[6253/9995] [6208 success|45 fail] [SUCCESS] model_51704.obj (took 1547.77s | total elapsed: 8217.65s)
[6254/9995] [6209 success|45 fail] [SUCCESS] model_567037.obj (took 75.67s | total elapsed: 8221.15s)
[6255/9995] [6210 success|45 fail] [SUCCESS] model_568153.obj (took 56.58s | total elapsed: 8225.17s)
[6256/9995] [6211 success|45 fail] [SUCCESS] model_56484.obj (took 198.59s | total elapsed: 8225.60s)
[6257/9995] [6212 success|45 fail] [SUCCESS] model_55038.obj (took 561.49s | total elapsed: 8229.58s)
[6258/9995] [6213 success|45 fail] [SUCCESS] model_56099.obj (took 272.47s | total elapsed: 8230.70s)
[6259/9995] [6214 success|45 fail] [SUCCESS] model_55956.obj (took 293.71s | total elapsed: 8235.38s)
[6260/9995] [6215 success|45 fail] [SUCCESS] model_56265.obj (took 228.54s | total elapsed: 8240.66s)
[6261/9995] [6216 success|45 fail] [SUCCESS] model_567030.obj (took 115.86s | total elapsed: 8242.22s)
[6262/9995] [6217 success|45 fail] [SUCCESS] model_54756.obj (took 708.64s | total elapsed: 8243.28s)
[6263/9995] [6218 success|45 fail] [SUCCESS] model_56485.obj (took 219.28s | total elapsed: 8246.91s)
[6264/9995] [6219 success|45 fail] [SUCCESS] model_56982.obj (took 56.15s | total elapsed: 8248.62s)
[6265/9995] [6220 success|45 fail] [SUCCESS] model_567031.obj (took 117.53s | total elapsed: 8251.11s)
[6266/9995] [6221 success|45 fail] [SUCCESS] model_56537.obj (took 180.76s | total elapsed: 8251.69s)
[6267/9995] [6222 success|45 fail] [SUCCESS] model_567026.obj (took 137.67s | total elapsed: 8252.26s)
[6268/9995] [6223 success|45 fail] [SUCCESS] model_56107.obj (took 283.08s | total elapsed: 8261.47s)
[6269/9995] [6224 success|45 fail] [SUCCESS] model_567036.obj (took 122.42s | total elapsed: 8266.89s)
[6270/9995] [6225 success|45 fail] [SUCCESS] model_567040.obj (took 115.76s | total elapsed: 8268.29s)
[6271/9995] [6226 success|45 fail] [SUCCESS] model_56638.obj (took 166.61s | total elapsed: 8272.03s)
[6272/9995] [6227 success|45 fail] [SUCCESS] model_56535.obj (took 229.36s | total elapsed: 8283.12s)
[6273/9995] [6228 success|45 fail] [SUCCESS] model_56106.obj (took 308.80s | total elapsed: 8286.99s)
[6274/9995] [6229 success|45 fail] [SUCCESS] model_481225.obj (took 3037.90s | total elapsed: 8291.45s)
[6275/9995] [6230 success|45 fail] [SUCCESS] model_57053.obj (took 87.64s | total elapsed: 8293.78s)
[6276/9995] [6231 success|45 fail] [SUCCESS] model_57181.obj (took 43.69s | total elapsed: 8295.95s)
[6277/9995] [6232 success|45 fail] [SUCCESS] model_57081.obj (took 71.47s | total elapsed: 8297.07s)
[6278/9995] [6233 success|45 fail] [SUCCESS] model_57191.obj (took 37.32s | total elapsed: 8298.78s)
[6279/9995] [6234 success|45 fail] [SUCCESS] model_57180.obj (took 55.81s | total elapsed: 8307.50s)
[6280/9995] [6235 success|45 fail] [SUCCESS] model_546448.obj (took 779.32s | total elapsed: 8308.36s)
[6281/9995] [6236 success|45 fail] [SUCCESS] model_569947.obj (took 113.91s | total elapsed: 8312.17s)
[6282/9995] [6237 success|45 fail] [SUCCESS] model_56956.obj (took 125.28s | total elapsed: 8313.92s)
[6283/9995] [6238 success|45 fail] [SUCCESS] model_55659.obj (took 402.96s | total elapsed: 8317.51s)
[6284/9995] [6239 success|45 fail] [SUCCESS] model_55536.obj (took 479.80s | total elapsed: 8317.55s)
[6285/9995] [6240 success|45 fail] [SUCCESS] model_56105.obj (took 353.74s | total elapsed: 8327.47s)
[6286/9995] [6241 success|45 fail] [SUCCESS] model_57082.obj (took 100.01s | total elapsed: 8329.59s)
[6287/9995] [6242 success|45 fail] [SUCCESS] model_56979.obj (took 140.12s | total elapsed: 8330.32s)
[6288/9995] [6243 success|45 fail] [SUCCESS] model_56955.obj (took 159.86s | total elapsed: 8339.99s)
[6289/9995] [6244 success|45 fail] [SUCCESS] model_55401.obj (took 536.80s | total elapsed: 8350.32s)
[6290/9995] [6245 success|45 fail] [SUCCESS] model_55031.obj (took 693.22s | total elapsed: 8350.71s)
[6291/9995] [6246 success|45 fail] [SUCCESS] model_57083.obj (took 123.15s | total elapsed: 8353.85s)
[6292/9995] [6247 success|45 fail] [SUCCESS] model_57331.obj (took 59.14s | total elapsed: 8355.09s)
[6293/9995] [6248 success|45 fail] [SUCCESS] model_56639.obj (took 243.49s | total elapsed: 8356.38s)
[6294/9995] [6249 success|45 fail] [SUCCESS] model_56592.obj (took 268.85s | total elapsed: 8356.44s)
[6295/9995] [6250 success|45 fail] [SUCCESS] model_550198.obj (took 700.06s | total elapsed: 8356.69s)
[6296/9995] [6251 success|45 fail] [SUCCESS] model_57419.obj (took 34.76s | total elapsed: 8362.23s)
[6297/9995] [6252 success|45 fail] [SUCCESS] model_53755.obj (took 937.34s | total elapsed: 8362.39s)
[6298/9995] [6253 success|45 fail] [SUCCESS] model_56104.obj (took 393.65s | total elapsed: 8366.38s)
[6299/9995] [6254 success|45 fail] [SUCCESS] model_56988.obj (took 181.87s | total elapsed: 8378.01s)
[6300/9995] [6255 success|45 fail] [SUCCESS] model_567038.obj (took 234.38s | total elapsed: 8382.39s)
[6301/9995] [6256 success|45 fail] [SUCCESS] model_56539.obj (took 306.99s | total elapsed: 8384.48s)
[6302/9995] [6257 success|45 fail] [SUCCESS] model_56499.obj (took 348.14s | total elapsed: 8384.65s)
[6303/9995] [6258 success|45 fail] [SUCCESS] model_57332.obj (took 88.10s | total elapsed: 8385.17s)
[6304/9995] [6259 success|45 fail] [SUCCESS] model_57420.obj (took 56.68s | total elapsed: 8386.27s)
[6305/9995] [6260 success|45 fail] [SUCCESS] model_56954.obj (took 207.35s | total elapsed: 8386.67s)
[6306/9995] [6261 success|45 fail] [SUCCESS] model_56804.obj (took 219.83s | total elapsed: 8387.41s)
[6307/9995] [6262 success|45 fail] [SUCCESS] model_57069.obj (took 178.45s | total elapsed: 8388.58s)
[6308/9995] [6263 success|45 fail] [SUCCESS] model_56953.obj (took 211.43s | total elapsed: 8389.01s)
[6309/9995] [6264 success|45 fail] [SUCCESS] model_56482.obj (took 365.47s | total elapsed: 8390.39s)
[6310/9995] [6265 success|45 fail] [SUCCESS] model_56486.obj (took 362.36s | total elapsed: 8391.44s)
[6311/9995] [6266 success|45 fail] [SUCCESS] model_57467.obj (took 36.34s | total elapsed: 8393.03s)
[6312/9995] [6267 success|45 fail] [SUCCESS] model_574283.obj (took 43.69s | total elapsed: 8397.54s)
[6313/9995] [6268 success|45 fail] [SUCCESS] model_550808.obj (took 712.54s | total elapsed: 8407.48s)
[6314/9995] [6269 success|45 fail] [SUCCESS] model_57070.obj (took 208.55s | total elapsed: 8426.20s)
[6315/9995] [6270 success|45 fail] [SUCCESS] model_57468.obj (took 64.55s | total elapsed: 8426.78s)
[6316/9995] [6271 success|45 fail] [SUCCESS] model_57140.obj (took 184.48s | total elapsed: 8427.76s)
[6317/9995] [6272 success|45 fail] [SUCCESS] model_54621.obj (took 907.30s | total elapsed: 8428.25s)
[6318/9995] [6273 success|45 fail] [SUCCESS] model_57469.obj (took 66.35s | total elapsed: 8428.74s)
[6319/9995] [6274 success|45 fail] [SUCCESS] model_47925.obj (took 3227.21s | total elapsed: 8432.57s)
[6320/9995] [6275 success|45 fail] [SUCCESS] model_53449.obj (took 1045.19s | total elapsed: 8433.01s)
[6321/9995] [6276 success|45 fail] [SUCCESS] model_57659.obj (took 49.66s | total elapsed: 8434.83s)
[6322/9995] [6277 success|45 fail] [SUCCESS] model_55178.obj (took 656.94s | total elapsed: 8437.42s)
[6323/9995] [6278 success|45 fail] [SUCCESS] model_57658.obj (took 58.59s | total elapsed: 8443.24s)
[6324/9995] [6279 success|45 fail] [SUCCESS] model_57896.obj (took 21.92s | total elapsed: 8449.67s)
[6325/9995] [6280 success|45 fail] [SUCCESS] model_57355.obj (took 142.56s | total elapsed: 8450.92s)
[6326/9995] [6281 success|45 fail] [SUCCESS] model_57079.obj (took 239.29s | total elapsed: 8460.44s)
[6327/9995] [6282 success|45 fail] [SUCCESS] model_577765.obj (took 72.69s | total elapsed: 8461.26s)
[6328/9995] [6283 success|45 fail] [SUCCESS] model_57311.obj (took 174.64s | total elapsed: 8461.63s)
[6329/9995] [6284 success|45 fail] [SUCCESS] model_56637.obj (took 363.59s | total elapsed: 8468.32s)
[6330/9995] [6285 success|45 fail] [SUCCESS] model_57897.obj (took 44.28s | total elapsed: 8472.54s)
[6331/9995] [6286 success|45 fail] [SUCCESS] model_57418.obj (took 155.34s | total elapsed: 8472.89s)
[6332/9995] [6287 success|45 fail] [SUCCESS] model_551074.obj (took 718.32s | total elapsed: 8478.79s)
[6333/9995] [6288 success|45 fail] [SUCCESS] model_56636.obj (took 380.93s | total elapsed: 8479.80s)
[6334/9995] [6289 success|45 fail] [SUCCESS] model_57714.obj (took 96.06s | total elapsed: 8483.47s)
[6335/9995] [6290 success|45 fail] [SUCCESS] model_57356.obj (took 174.70s | total elapsed: 8486.88s)
[6336/9995] [6291 success|45 fail] [SUCCESS] model_56047.obj (took 537.52s | total elapsed: 8487.09s)
[6337/9995] [6292 success|45 fail] [SUCCESS] model_56795.obj (took 327.90s | total elapsed: 8489.73s)
[6338/9995] [6293 success|45 fail] [SUCCESS] model_57106.obj (took 249.27s | total elapsed: 8491.48s)
[6339/9995] [6294 success|45 fail] [SUCCESS] model_57854.obj (took 65.69s | total elapsed: 8492.46s)
[6340/9995] [6295 success|45 fail] [SUCCESS] model_57177.obj (took 245.81s | total elapsed: 8492.72s)
[6341/9995] [6296 success|45 fail] [SUCCESS] model_57908.obj (took 57.58s | total elapsed: 8495.00s)
[6342/9995] [6297 success|45 fail] [SUCCESS] model_57713.obj (took 111.53s | total elapsed: 8498.20s)
[6343/9995] [6298 success|45 fail] [SUCCESS] model_58008.obj (took 13.90s | total elapsed: 8500.78s)
[6344/9995] [6299 success|45 fail] [SUCCESS] model_57657.obj (took 117.75s | total elapsed: 8502.23s)
[6345/9995] [6300 success|45 fail] [SUCCESS] model_55134.obj (took 742.02s | total elapsed: 8512.61s)
[6346/9995] [6301 success|45 fail] [SUCCESS] model_57656.obj (took 131.74s | total elapsed: 8514.13s)
[6347/9995] [6302 success|45 fail] [SUCCESS] model_57178.obj (took 270.65s | total elapsed: 8519.28s)
[6348/9995] [6303 success|45 fail] [SUCCESS] model_56735.obj (took 358.17s | total elapsed: 8519.92s)
[6349/9995] [6304 success|45 fail] [SUCCESS] model_57357.obj (took 212.89s | total elapsed: 8526.81s)
[6350/9995] [6305 success|45 fail] [SUCCESS] model_58007.obj (took 46.35s | total elapsed: 8529.83s)
[6351/9995] [6306 success|45 fail] [SUCCESS] model_51701.obj (took 1869.19s | total elapsed: 8534.13s)
[6352/9995] [6307 success|45 fail] [SUCCESS] model_58070.obj (took 9.14s | total elapsed: 8535.96s)
[6353/9995] [6308 success|45 fail] [SUCCESS] model_57084.obj (took 302.91s | total elapsed: 8538.29s)
[6354/9995] [6309 success|45 fail] [SUCCESS] model_57909.obj (took 96.53s | total elapsed: 8539.77s)
[6355/9995] [6310 success|45 fail] [SUCCESS] model_57179.obj (took 289.32s | total elapsed: 8540.43s)
[6356/9995] [6311 success|45 fail] [SUCCESS] model_55914.obj (took 613.65s | total elapsed: 8541.48s)
[6357/9995] [6312 success|45 fail] [SUCCESS] model_503947.obj (took 2416.99s | total elapsed: 8544.64s)
[6358/9995] [6313 success|45 fail] [SUCCESS] model_579369.obj (took 95.53s | total elapsed: 8546.45s)
[6359/9995] [6314 success|45 fail] [SUCCESS] model_58072.obj (took 20.28s | total elapsed: 8550.11s)
[6360/9995] [6315 success|45 fail] [SUCCESS] model_579370.obj (took 91.12s | total elapsed: 8552.38s)
[6361/9995] [6316 success|45 fail] [SUCCESS] model_58069.obj (took 35.77s | total elapsed: 8555.69s)
[6362/9995] [6317 success|45 fail] [SUCCESS] model_563452.obj (took 541.64s | total elapsed: 8557.68s)
[6363/9995] [6318 success|45 fail] [SUCCESS] model_570154.obj (took 355.37s | total elapsed: 8560.93s)
[6364/9995] [6319 success|45 fail] [SUCCESS] model_56629.obj (took 465.32s | total elapsed: 8563.09s)
[6365/9995] [6320 success|45 fail] [SUCCESS] model_57464.obj (took 210.27s | total elapsed: 8566.71s)
[6366/9995] [6321 success|45 fail] [SUCCESS] model_57353.obj (took 273.47s | total elapsed: 8572.25s)
[6367/9995] [6322 success|45 fail] [SUCCESS] model_57910.obj (took 125.29s | total elapsed: 8574.96s)
[6368/9995] [6323 success|45 fail] [SUCCESS] model_579371.obj (took 118.08s | total elapsed: 8579.71s)
[6369/9995] [6324 success|45 fail] [SUCCESS] model_57253.obj (took 321.13s | total elapsed: 8588.02s)
[6370/9995] [6325 success|45 fail] [SUCCESS] model_57254.obj (took 329.18s | total elapsed: 8597.47s)
[6371/9995] [6326 success|45 fail] [SUCCESS] model_57463.obj (took 242.09s | total elapsed: 8598.47s)
[6372/9995] [6327 success|45 fail] [SUCCESS] model_56117.obj (took 610.50s | total elapsed: 8601.38s)
[6373/9995] [6328 success|45 fail] [SUCCESS] model_57429.obj (took 249.55s | total elapsed: 8604.64s)
[6374/9995] [6328 success|46 fail] [FAILED] model_55928.obj (Return code: -9) (took 674.17s | total elapsed: 8610.57s)
	Error output: 
[6375/9995] [6329 success|46 fail] [SUCCESS] model_550810.obj (took 904.80s | total elapsed: 8611.44s)
[6376/9995] [6330 success|46 fail] [SUCCESS] model_58238.obj (took 62.34s | total elapsed: 8612.45s)
[6377/9995] [6331 success|46 fail] [SUCCESS] model_527583.obj (took 1419.31s | total elapsed: 8630.22s)
[6378/9995] [6332 success|46 fail] [SUCCESS] model_56526.obj (took 584.42s | total elapsed: 8633.05s)
[6379/9995] [6333 success|46 fail] [SUCCESS] model_57993.obj (took 153.49s | total elapsed: 8633.29s)
[6380/9995] [6334 success|46 fail] [SUCCESS] model_58392.obj (took 70.79s | total elapsed: 8633.88s)
[6381/9995] [6335 success|46 fail] [SUCCESS] model_56630.obj (took 542.83s | total elapsed: 8641.08s)
[6382/9995] [6336 success|46 fail] [SUCCESS] model_51355.obj (took 2165.57s | total elapsed: 8642.07s)
[6383/9995] [6337 success|46 fail] [SUCCESS] model_57942.obj (took 190.65s | total elapsed: 8658.97s)
[6384/9995] [6338 success|46 fail] [SUCCESS] model_57080.obj (took 447.08s | total elapsed: 8672.25s)
[6385/9995] [6339 success|46 fail] [SUCCESS] model_58878.obj (took 43.03s | total elapsed: 8676.09s)
[6386/9995] [6340 success|46 fail] [SUCCESS] model_57587.obj (took 299.17s | total elapsed: 8677.18s)
[6387/9995] [6341 success|46 fail] [SUCCESS] model_57255.obj (took 409.33s | total elapsed: 8681.36s)
[6388/9995] [6342 success|46 fail] [SUCCESS] model_57085.obj (took 448.70s | total elapsed: 8689.36s)
[6389/9995] [6343 success|46 fail] [SUCCESS] model_57937.obj (took 239.37s | total elapsed: 8699.82s)
[6390/9995] [6344 success|46 fail] [SUCCESS] model_58020.obj (took 208.71s | total elapsed: 8701.43s)
[6391/9995] [6345 success|46 fail] [SUCCESS] model_58879.obj (took 76.45s | total elapsed: 8709.74s)
[6392/9995] [6346 success|46 fail] [SUCCESS] model_58708.obj (took 116.09s | total elapsed: 8713.55s)
[6393/9995] [6347 success|46 fail] [SUCCESS] model_58877.obj (took 86.16s | total elapsed: 8716.38s)
[6394/9995] [6348 success|46 fail] [SUCCESS] model_56891.obj (took 560.56s | total elapsed: 8729.76s)
[6395/9995] [6349 success|46 fail] [SUCCESS] model_591212.obj (took 25.77s | total elapsed: 8755.53s)
[6396/9995] [6350 success|46 fail] [SUCCESS] model_56803.obj (took 592.37s | total elapsed: 8759.27s)
[6397/9995] [6351 success|46 fail] [SUCCESS] model_533694.obj (took 1432.21s | total elapsed: 8763.48s)
[6398/9995] [6352 success|46 fail] [SUCCESS] model_50240.obj (took 2698.50s | total elapsed: 8765.64s)
[6399/9995] [6353 success|46 fail] [SUCCESS] model_58021.obj (took 270.67s | total elapsed: 8765.67s)
[6400/9995] [6354 success|46 fail] [SUCCESS] model_58876.obj (took 153.97s | total elapsed: 8766.42s)
[6401/9995] [6355 success|46 fail] [SUCCESS] model_57991.obj (took 289.79s | total elapsed: 8768.59s)
[6402/9995] [6356 success|46 fail] [SUCCESS] model_591215.obj (took 5.90s | total elapsed: 8769.38s)
[6403/9995] [6357 success|46 fail] [SUCCESS] model_57948.obj (took 313.46s | total elapsed: 8786.36s)
[6404/9995] [6358 success|46 fail] [SUCCESS] model_557386.obj (took 864.25s | total elapsed: 8788.12s)
[6405/9995] [6359 success|46 fail] [SUCCESS] model_59061.obj (took 113.80s | total elapsed: 8795.16s)
[6406/9995] [6360 success|46 fail] [SUCCESS] model_449906.obj (took 5090.28s | total elapsed: 8801.44s)
[6407/9995] [6361 success|46 fail] [SUCCESS] model_441618.obj (took 5520.45s | total elapsed: 8806.51s)
[6408/9995] [6362 success|46 fail] [SUCCESS] model_591221.obj (took 20.66s | total elapsed: 8807.01s)
[6409/9995] [6363 success|46 fail] [SUCCESS] model_591218.obj (took 47.07s | total elapsed: 8813.49s)
[6410/9995] [6364 success|46 fail] [SUCCESS] model_58011.obj (took 329.60s | total elapsed: 8821.08s)
[6411/9995] [6365 success|46 fail] [SUCCESS] model_58394.obj (took 249.62s | total elapsed: 8821.87s)
[6412/9995] [6366 success|46 fail] [SUCCESS] model_591220.obj (took 52.50s | total elapsed: 8821.88s)
[6413/9995] [6367 success|46 fail] [SUCCESS] model_57809.obj (took 430.56s | total elapsed: 8822.01s)
[6414/9995] [6368 success|46 fail] [SUCCESS] model_591216.obj (took 58.89s | total elapsed: 8824.54s)
[6415/9995] [6369 success|46 fail] [SUCCESS] model_591231.obj (took 5.34s | total elapsed: 8827.34s)
[6416/9995] [6370 success|46 fail] [SUCCESS] model_58052.obj (took 327.02s | total elapsed: 8829.25s)
[6417/9995] [6371 success|46 fail] [SUCCESS] model_57330.obj (took 535.63s | total elapsed: 8829.41s)
[6418/9995] [6372 success|46 fail] [SUCCESS] model_57945.obj (took 356.99s | total elapsed: 8829.53s)
[6419/9995] [6373 success|46 fail] [SUCCESS] model_56892.obj (took 661.55s | total elapsed: 8833.42s)
[6420/9995] [6374 success|46 fail] [SUCCESS] model_58874.obj (took 222.12s | total elapsed: 8833.56s)
[6421/9995] [6375 success|46 fail] [SUCCESS] model_57256.obj (took 550.87s | total elapsed: 8834.00s)
[6422/9995] [6376 success|46 fail] [SUCCESS] model_591211.obj (took 119.76s | total elapsed: 8836.14s)
[6423/9995] [6377 success|46 fail] [SUCCESS] model_58395.obj (took 266.79s | total elapsed: 8841.75s)
[6424/9995] [6378 success|46 fail] [SUCCESS] model_56264.obj (took 834.22s | total elapsed: 8843.87s)
[6425/9995] [6379 success|46 fail] [SUCCESS] model_591214.obj (took 85.84s | total elapsed: 8845.12s)
[6426/9995] [6380 success|46 fail] [SUCCESS] model_56523.obj (took 801.45s | total elapsed: 8847.08s)
[6427/9995] [6381 success|46 fail] [SUCCESS] model_58167.obj (took 312.51s | total elapsed: 8852.94s)
[6428/9995] [6382 success|46 fail] [SUCCESS] model_58938.obj (took 213.40s | total elapsed: 8855.48s)
[6429/9995] [6383 success|46 fail] [SUCCESS] model_57416.obj (took 541.01s | total elapsed: 8858.52s)
[6430/9995] [6384 success|46 fail] [SUCCESS] model_54679.obj (took 1329.58s | total elapsed: 8859.22s)
[6431/9995] [6385 success|46 fail] [SUCCESS] model_591230.obj (took 39.00s | total elapsed: 8860.89s)
[6432/9995] [6386 success|46 fail] [SUCCESS] model_591226.obj (took 55.44s | total elapsed: 8862.45s)
