Found 9995 total meshes to process
[1/9995] [1 success|0 fail] [SUCCESS] model_1037024.obj (took 0.03s | total elapsed: 0.15s)
[8263/9995] [8263 success|0 fail] [SUCCESS] model_790253.obj (took 0.01s | total elapsed: 1.70s)
[8264/9995] [8264 success|0 fail] [SUCCESS] model_79093.obj (took 0.01s | total elapsed: 1.70s)
[8265/9995] [8265 success|0 fail] [SUCCESS] model_79185.obj (took 0.01s | total elapsed: 1.70s)
[8266/9995] [8266 success|0 fail] [SUCCESS] model_79182.obj (took 0.01s | total elapsed: 1.70s)
[8267/9995] [8267 success|0 fail] [SUCCESS] model_79136.obj (took 0.01s | total elapsed: 1.70s)
[8268/9995] [8268 success|0 fail] [SUCCESS] model_79188.obj (took 0.01s | total elapsed: 1.70s)
[8269/9995] [8269 success|0 fail] [SUCCESS] model_79186.obj (took 0.01s | total elapsed: 1.70s)
[8270/9995] [8270 success|0 fail] [SUCCESS] model_789078.obj (took 0.02s | total elapsed: 1.70s)
[8271/9995] [8271 success|0 fail] [SUCCESS] model_79187.obj (took 0.01s | total elapsed: 1.70s)
[8272/9995] [8272 success|0 fail] [SUCCESS] model_79190.obj (took 0.01s | total elapsed: 1.70s)
[8273/9995] [8273 success|0 fail] [SUCCESS] model_79184.obj (took 0.01s | total elapsed: 1.70s)
[8274/9995] [8274 success|0 fail] [SUCCESS] model_79189.obj (took 0.01s | total elapsed: 1.70s)
[8275/9995] [8275 success|0 fail] [SUCCESS] model_79191.obj (took 0.01s | total elapsed: 1.70s)
[8276/9995] [8276 success|0 fail] [SUCCESS] model_79192.obj (took 0.01s | total elapsed: 1.70s)
[8277/9995] [8277 success|0 fail] [SUCCESS] model_79194.obj (took 0.01s | total elapsed: 1.70s)
[8278/9995] [8278 success|0 fail] [SUCCESS] model_79193.obj (took 0.01s | total elapsed: 1.70s)
[8279/9995] [8279 success|0 fail] [SUCCESS] model_79196.obj (took 0.01s | total elapsed: 1.70s)
[8280/9995] [8280 success|0 fail] [SUCCESS] model_79202.obj (took 0.01s | total elapsed: 1.70s)
[8281/9995] [8281 success|0 fail] [SUCCESS] model_79200.obj (took 0.01s | total elapsed: 1.70s)
[8282/9995] [8282 success|0 fail] [SUCCESS] model_79239.obj (took 0.01s | total elapsed: 1.70s)
[8283/9995] [8283 success|0 fail] [SUCCESS] model_79201.obj (took 0.01s | total elapsed: 1.70s)
[8284/9995] [8284 success|0 fail] [SUCCESS] model_79197.obj (took 0.01s | total elapsed: 1.70s)
[8285/9995] [8285 success|0 fail] [SUCCESS] model_79353.obj (took 0.01s | total elapsed: 1.70s)
[8286/9995] [8286 success|0 fail] [SUCCESS] model_79427.obj (took 0.01s | total elapsed: 1.70s)
[8287/9995] [8287 success|0 fail] [SUCCESS] model_79241.obj (took 0.01s | total elapsed: 1.70s)
[8288/9995] [8288 success|0 fail] [SUCCESS] model_793564.obj (took 0.01s | total elapsed: 1.70s)
[8289/9995] [8289 success|0 fail] [SUCCESS] model_79279.obj (took 0.01s | total elapsed: 1.70s)
[8290/9995] [8290 success|0 fail] [SUCCESS] model_793565.obj (took 0.01s | total elapsed: 1.70s)
[8291/9995] [8291 success|0 fail] [SUCCESS] model_79254.obj (took 0.01s | total elapsed: 1.70s)
[8292/9995] [8292 success|0 fail] [SUCCESS] model_794006.obj (took 0.01s | total elapsed: 1.70s)
[8293/9995] [8293 success|0 fail] [SUCCESS] model_796150.obj (took 0.01s | total elapsed: 1.70s)
[8294/9995] [8294 success|0 fail] [SUCCESS] model_79361.obj (took 0.01s | total elapsed: 1.70s)
[8295/9995] [8295 success|0 fail] [SUCCESS] model_79428.obj (took 0.01s | total elapsed: 1.70s)
[8296/9995] [8296 success|0 fail] [SUCCESS] model_79357.obj (took 0.01s | total elapsed: 1.70s)
[8297/9995] [8297 success|0 fail] [SUCCESS] model_79518.obj (took 0.01s | total elapsed: 1.70s)
[8298/9995] [8298 success|0 fail] [SUCCESS] model_79443.obj (took 0.01s | total elapsed: 1.70s)
[8299/9995] [8299 success|0 fail] [SUCCESS] model_79774.obj (took 0.01s | total elapsed: 1.70s)
[8300/9995] [8300 success|0 fail] [SUCCESS] model_79729.obj (took 0.01s | total elapsed: 1.70s)
[8301/9995] [8301 success|0 fail] [SUCCESS] model_79741.obj (took 0.01s | total elapsed: 1.70s)
[8302/9995] [8302 success|0 fail] [SUCCESS] model_79787.obj (took 0.01s | total elapsed: 1.70s)
[8303/9995] [8303 success|0 fail] [SUCCESS] model_797990.obj (took 0.01s | total elapsed: 1.70s)
[8304/9995] [8304 success|0 fail] [SUCCESS] model_797991.obj (took 0.01s | total elapsed: 1.70s)
[8305/9995] [8305 success|0 fail] [SUCCESS] model_79851.obj (took 0.01s | total elapsed: 1.70s)
[8306/9995] [8306 success|0 fail] [SUCCESS] model_79850.obj (took 0.01s | total elapsed: 1.70s)
[8307/9995] [8307 success|0 fail] [SUCCESS] model_79828.obj (took 0.01s | total elapsed: 1.70s)
[8308/9995] [8308 success|0 fail] [SUCCESS] model_797993.obj (took 0.01s | total elapsed: 1.70s)
[8309/9995] [8309 success|0 fail] [SUCCESS] model_79810.obj (took 0.01s | total elapsed: 1.70s)
[8310/9995] [8310 success|0 fail] [SUCCESS] model_79936.obj (took 0.01s | total elapsed: 1.70s)
[8311/9995] [8311 success|0 fail] [SUCCESS] model_79940.obj (took 0.01s | total elapsed: 1.70s)
[8312/9995] [8312 success|0 fail] [SUCCESS] model_79556.obj (took 0.01s | total elapsed: 1.70s)
[8313/9995] [8313 success|0 fail] [SUCCESS] model_79861.obj (took 0.01s | total elapsed: 1.70s)
[8314/9995] [8314 success|0 fail] [SUCCESS] model_79937.obj (took 0.01s | total elapsed: 1.70s)
[8315/9995] [8315 success|0 fail] [SUCCESS] model_79935.obj (took 0.01s | total elapsed: 1.70s)
[8316/9995] [8316 success|0 fail] [SUCCESS] model_79939.obj (took 0.01s | total elapsed: 1.70s)
[8317/9995] [8317 success|0 fail] [SUCCESS] model_79938.obj (took 0.01s | total elapsed: 1.70s)
[8318/9995] [8318 success|0 fail] [SUCCESS] model_797989.obj (took 0.01s | total elapsed: 1.71s)
[8319/9995] [8319 success|0 fail] [SUCCESS] model_799435.obj (took 0.01s | total elapsed: 1.71s)
[8320/9995] [8320 success|0 fail] [SUCCESS] model_799438.obj (took 0.01s | total elapsed: 1.71s)
[8321/9995] [8321 success|0 fail] [SUCCESS] model_799433.obj (took 0.01s | total elapsed: 1.71s)
[8322/9995] [8322 success|0 fail] [SUCCESS] model_797992.obj (took 0.02s | total elapsed: 1.71s)
[8323/9995] [8323 success|0 fail] [SUCCESS] model_799434.obj (took 0.01s | total elapsed: 1.71s)
[8324/9995] [8324 success|0 fail] [SUCCESS] model_79956.obj (took 0.01s | total elapsed: 1.71s)
[8325/9995] [8325 success|0 fail] [SUCCESS] model_79955.obj (took 0.01s | total elapsed: 1.71s)
[8326/9995] [8326 success|0 fail] [SUCCESS] model_79958.obj (took 0.01s | total elapsed: 1.71s)
[8327/9995] [8327 success|0 fail] [SUCCESS] model_80084.obj (took 0.01s | total elapsed: 1.71s)
[8328/9995] [8328 success|0 fail] [SUCCESS] model_79957.obj (took 0.01s | total elapsed: 1.71s)
[8329/9995] [8329 success|0 fail] [SUCCESS] model_799439.obj (took 0.01s | total elapsed: 1.71s)
[8330/9995] [8330 success|0 fail] [SUCCESS] model_80104.obj (took 0.01s | total elapsed: 1.71s)
[8331/9995] [8331 success|0 fail] [SUCCESS] model_79959.obj (took 0.01s | total elapsed: 1.71s)
[8332/9995] [8332 success|0 fail] [SUCCESS] model_79954.obj (took 0.01s | total elapsed: 1.71s)
[8333/9995] [8333 success|0 fail] [SUCCESS] model_80020.obj (took 0.01s | total elapsed: 1.71s)
[8334/9995] [8334 success|0 fail] [SUCCESS] model_80087.obj (took 0.01s | total elapsed: 1.71s)
[8335/9995] [8335 success|0 fail] [SUCCESS] model_79852.obj (took 0.02s | total elapsed: 1.71s)
[8336/9995] [8336 success|0 fail] [SUCCESS] model_799437.obj (took 0.01s | total elapsed: 1.71s)
[8337/9995] [8337 success|0 fail] [SUCCESS] model_80085.obj (took 0.01s | total elapsed: 1.71s)
[8338/9995] [8338 success|0 fail] [SUCCESS] model_79960.obj (took 0.01s | total elapsed: 1.71s)
[8339/9995] [8339 success|0 fail] [SUCCESS] model_79961.obj (took 0.01s | total elapsed: 1.71s)
[8340/9995] [8340 success|0 fail] [SUCCESS] model_80105.obj (took 0.01s | total elapsed: 1.71s)
[8341/9995] [8341 success|0 fail] [SUCCESS] model_80086.obj (took 0.01s | total elapsed: 1.71s)
[8342/9995] [8342 success|0 fail] [SUCCESS] model_80209.obj (took 0.01s | total elapsed: 1.71s)
[8343/9995] [8343 success|0 fail] [SUCCESS] model_80178.obj (took 0.01s | total elapsed: 1.71s)
[8344/9995] [8344 success|0 fail] [SUCCESS] model_80355.obj (took 0.01s | total elapsed: 1.71s)
[8345/9995] [8345 success|0 fail] [SUCCESS] model_80353.obj (took 0.01s | total elapsed: 1.71s)
[8346/9995] [8346 success|0 fail] [SUCCESS] model_801729.obj (took 0.01s | total elapsed: 1.71s)
[8347/9995] [8347 success|0 fail] [SUCCESS] model_80175.obj (took 0.01s | total elapsed: 1.71s)
[8348/9995] [8348 success|0 fail] [SUCCESS] model_80352.obj (took 0.01s | total elapsed: 1.71s)
[8349/9995] [8349 success|0 fail] [SUCCESS] model_80363.obj (took 0.01s | total elapsed: 1.71s)
[8350/9995] [8350 success|0 fail] [SUCCESS] model_80360.obj (took 0.01s | total elapsed: 1.71s)
[8351/9995] [8351 success|0 fail] [SUCCESS] model_80361.obj (took 0.01s | total elapsed: 1.71s)
[8352/9995] [8352 success|0 fail] [SUCCESS] model_80358.obj (took 0.01s | total elapsed: 1.71s)
[8353/9995] [8353 success|0 fail] [SUCCESS] model_80365.obj (took 0.01s | total elapsed: 1.71s)
[8354/9995] [8354 success|0 fail] [SUCCESS] model_80364.obj (took 0.01s | total elapsed: 1.71s)
[8355/9995] [8355 success|0 fail] [SUCCESS] model_80159.obj (took 0.01s | total elapsed: 1.71s)
[8356/9995] [8356 success|0 fail] [SUCCESS] model_80366.obj (took 0.01s | total elapsed: 1.71s)
[8357/9995] [8357 success|0 fail] [SUCCESS] model_80359.obj (took 0.01s | total elapsed: 1.71s)
[8358/9995] [8358 success|0 fail] [SUCCESS] model_79195.obj (took 0.02s | total elapsed: 1.71s)
[8359/9995] [8359 success|0 fail] [SUCCESS] model_80414.obj (took 0.01s | total elapsed: 1.71s)
[8360/9995] [8360 success|0 fail] [SUCCESS] model_80367.obj (took 0.01s | total elapsed: 1.71s)
[8361/9995] [8361 success|0 fail] [SUCCESS] model_80356.obj (took 0.01s | total elapsed: 1.71s)
[8362/9995] [8362 success|0 fail] [SUCCESS] model_80177.obj (took 0.01s | total elapsed: 1.71s)
[8363/9995] [8363 success|0 fail] [SUCCESS] model_80368.obj (took 0.01s | total elapsed: 1.71s)
[8364/9995] [8364 success|0 fail] [SUCCESS] model_80354.obj (took 0.01s | total elapsed: 1.71s)
[8365/9995] [8365 success|0 fail] [SUCCESS] model_80370.obj (took 0.01s | total elapsed: 1.71s)
[8366/9995] [8366 success|0 fail] [SUCCESS] model_804293.obj (took 0.01s | total elapsed: 1.71s)
[8367/9995] [8367 success|0 fail] [SUCCESS] model_80369.obj (took 0.01s | total elapsed: 1.71s)
[8368/9995] [8368 success|0 fail] [SUCCESS] model_804296.obj (took 0.01s | total elapsed: 1.71s)
[8369/9995] [8369 success|0 fail] [SUCCESS] model_804294.obj (took 0.01s | total elapsed: 1.71s)
[8370/9995] [8370 success|0 fail] [SUCCESS] model_80410.obj (took 0.01s | total elapsed: 1.71s)
[8371/9995] [8371 success|0 fail] [SUCCESS] model_804300.obj (took 0.01s | total elapsed: 1.71s)
[8372/9995] [8372 success|0 fail] [SUCCESS] model_804295.obj (took 0.01s | total elapsed: 1.71s)
[8373/9995] [8373 success|0 fail] [SUCCESS] model_804297.obj (took 0.01s | total elapsed: 1.71s)
[8374/9995] [8374 success|0 fail] [SUCCESS] model_80433.obj (took 0.01s | total elapsed: 1.71s)
[8375/9995] [8375 success|0 fail] [SUCCESS] model_804301.obj (took 0.01s | total elapsed: 1.71s)
[8376/9995] [8376 success|0 fail] [SUCCESS] model_804299.obj (took 0.01s | total elapsed: 1.71s)
[8377/9995] [8377 success|0 fail] [SUCCESS] model_804298.obj (took 0.01s | total elapsed: 1.71s)
[8378/9995] [8378 success|0 fail] [SUCCESS] model_80442.obj (took 0.01s | total elapsed: 1.72s)
[8379/9995] [8379 success|0 fail] [SUCCESS] model_80441.obj (took 0.01s | total elapsed: 1.72s)
[8380/9995] [8380 success|0 fail] [SUCCESS] model_80557.obj (took 0.01s | total elapsed: 1.72s)
[8381/9995] [8381 success|0 fail] [SUCCESS] model_80516.obj (took 0.01s | total elapsed: 1.72s)
[8382/9995] [8382 success|0 fail] [SUCCESS] model_80561.obj (took 0.01s | total elapsed: 1.72s)
[8383/9995] [8383 success|0 fail] [SUCCESS] model_805914.obj (took 0.01s | total elapsed: 1.72s)
[8384/9995] [8384 success|0 fail] [SUCCESS] model_80357.obj (took 0.02s | total elapsed: 1.72s)
[8385/9995] [8385 success|0 fail] [SUCCESS] model_80655.obj (took 0.01s | total elapsed: 1.72s)
[8386/9995] [8386 success|0 fail] [SUCCESS] model_80657.obj (took 0.01s | total elapsed: 1.72s)
[8387/9995] [8387 success|0 fail] [SUCCESS] model_80650.obj (took 0.01s | total elapsed: 1.72s)
[8388/9995] [8388 success|0 fail] [SUCCESS] model_80610.obj (took 0.01s | total elapsed: 1.72s)
[8389/9995] [8389 success|0 fail] [SUCCESS] model_80604.obj (took 0.01s | total elapsed: 1.72s)
[8390/9995] [8390 success|0 fail] [SUCCESS] model_80603.obj (took 0.01s | total elapsed: 1.72s)
[8391/9995] [8391 success|0 fail] [SUCCESS] model_80597.obj (took 0.01s | total elapsed: 1.72s)
[8392/9995] [8392 success|0 fail] [SUCCESS] model_80609.obj (took 0.01s | total elapsed: 1.72s)
[8393/9995] [8393 success|0 fail] [SUCCESS] model_80751.obj (took 0.01s | total elapsed: 1.72s)
[8394/9995] [8394 success|0 fail] [SUCCESS] model_80746.obj (took 0.01s | total elapsed: 1.72s)
[8395/9995] [8395 success|0 fail] [SUCCESS] model_80755.obj (took 0.01s | total elapsed: 1.72s)
[8396/9995] [8396 success|0 fail] [SUCCESS] model_80748.obj (took 0.01s | total elapsed: 1.72s)
[8397/9995] [8397 success|0 fail] [SUCCESS] model_80752.obj (took 0.01s | total elapsed: 1.72s)
[8398/9995] [8398 success|0 fail] [SUCCESS] model_80756.obj (took 0.01s | total elapsed: 1.72s)
[8399/9995] [8399 success|0 fail] [SUCCESS] model_80760.obj (took 0.01s | total elapsed: 1.72s)
[8400/9995] [8400 success|0 fail] [SUCCESS] model_80750.obj (took 0.01s | total elapsed: 1.72s)
[8401/9995] [8401 success|0 fail] [SUCCESS] model_80758.obj (took 0.01s | total elapsed: 1.72s)
[8402/9995] [8402 success|0 fail] [SUCCESS] model_80764.obj (took 0.01s | total elapsed: 1.72s)
[8403/9995] [8403 success|0 fail] [SUCCESS] model_80766.obj (took 0.01s | total elapsed: 1.72s)
[8404/9995] [8404 success|0 fail] [SUCCESS] model_80759.obj (took 0.01s | total elapsed: 1.72s)
[8405/9995] [8405 success|0 fail] [SUCCESS] model_80761.obj (took 0.01s | total elapsed: 1.72s)
[8406/9995] [8406 success|0 fail] [SUCCESS] model_80904.obj (took 0.01s | total elapsed: 1.72s)
[8407/9995] [8407 success|0 fail] [SUCCESS] model_80939.obj (took 0.01s | total elapsed: 1.72s)
[8408/9995] [8408 success|0 fail] [SUCCESS] model_80765.obj (took 0.01s | total elapsed: 1.72s)
[8409/9995] [8409 success|0 fail] [SUCCESS] model_80938.obj (took 0.01s | total elapsed: 1.72s)
[8410/9995] [8410 success|0 fail] [SUCCESS] model_80768.obj (took 0.01s | total elapsed: 1.72s)
[8411/9995] [8411 success|0 fail] [SUCCESS] model_80941.obj (took 0.01s | total elapsed: 1.72s)
[8412/9995] [8412 success|0 fail] [SUCCESS] model_80908.obj (took 0.01s | total elapsed: 1.72s)
[8413/9995] [8413 success|0 fail] [SUCCESS] model_80945.obj (took 0.01s | total elapsed: 1.72s)
[8414/9995] [8414 success|0 fail] [SUCCESS] model_80940.obj (took 0.01s | total elapsed: 1.72s)
[8415/9995] [8415 success|0 fail] [SUCCESS] model_80769.obj (took 0.01s | total elapsed: 1.72s)
[8416/9995] [8416 success|0 fail] [SUCCESS] model_80942.obj (took 0.01s | total elapsed: 1.72s)
[8417/9995] [8417 success|0 fail] [SUCCESS] model_80757.obj (took 0.01s | total elapsed: 1.72s)
[8418/9995] [8418 success|0 fail] [SUCCESS] model_80937.obj (took 0.01s | total elapsed: 1.72s)
[8419/9995] [8419 success|0 fail] [SUCCESS] model_81082.obj (took 0.01s | total elapsed: 1.72s)
[8420/9995] [8420 success|0 fail] [SUCCESS] model_81080.obj (took 0.01s | total elapsed: 1.72s)
[8421/9995] [8421 success|0 fail] [SUCCESS] model_81083.obj (took 0.01s | total elapsed: 1.72s)
[8422/9995] [8422 success|0 fail] [SUCCESS] model_81121.obj (took 0.01s | total elapsed: 1.72s)
[8423/9995] [8423 success|0 fail] [SUCCESS] model_81084.obj (took 0.01s | total elapsed: 1.72s)
[8424/9995] [8424 success|0 fail] [SUCCESS] model_81085.obj (took 0.01s | total elapsed: 1.72s)
[8425/9995] [8425 success|0 fail] [SUCCESS] model_81090.obj (took 0.01s | total elapsed: 1.72s)
[8426/9995] [8426 success|0 fail] [SUCCESS] model_81081.obj (took 0.01s | total elapsed: 1.72s)
[8427/9995] [8427 success|0 fail] [SUCCESS] model_81124.obj (took 0.01s | total elapsed: 1.72s)
[8428/9995] [8428 success|0 fail] [SUCCESS] model_81110.obj (took 0.01s | total elapsed: 1.72s)
[8429/9995] [8429 success|0 fail] [SUCCESS] model_81130.obj (took 0.01s | total elapsed: 1.72s)
[8430/9995] [8430 success|0 fail] [SUCCESS] model_81129.obj (took 0.01s | total elapsed: 1.72s)
[8431/9995] [8431 success|0 fail] [SUCCESS] model_81111.obj (took 0.01s | total elapsed: 1.72s)
[8432/9995] [8432 success|0 fail] [SUCCESS] model_81112.obj (took 0.01s | total elapsed: 1.72s)
[8433/9995] [8433 success|0 fail] [SUCCESS] model_81133.obj (took 0.01s | total elapsed: 1.72s)
[8434/9995] [8434 success|0 fail] [SUCCESS] model_81109.obj (took 0.01s | total elapsed: 1.72s)
[8435/9995] [8435 success|0 fail] [SUCCESS] model_81132.obj (took 0.01s | total elapsed: 1.72s)
[8436/9995] [8436 success|0 fail] [SUCCESS] model_81122.obj (took 0.01s | total elapsed: 1.72s)
[8437/9995] [8437 success|0 fail] [SUCCESS] model_81141.obj (took 0.01s | total elapsed: 1.72s)
[8438/9995] [8438 success|0 fail] [SUCCESS] model_81131.obj (took 0.01s | total elapsed: 1.72s)
[8439/9995] [8439 success|0 fail] [SUCCESS] model_81139.obj (took 0.01s | total elapsed: 1.73s)
[8440/9995] [8440 success|0 fail] [SUCCESS] model_81137.obj (took 0.01s | total elapsed: 1.73s)
[8441/9995] [8441 success|0 fail] [SUCCESS] model_81140.obj (took 0.01s | total elapsed: 1.73s)
[8442/9995] [8442 success|0 fail] [SUCCESS] model_81147.obj (took 0.01s | total elapsed: 1.73s)
[8443/9995] [8443 success|0 fail] [SUCCESS] model_81148.obj (took 0.01s | total elapsed: 1.73s)
[8444/9995] [8444 success|0 fail] [SUCCESS] model_81151.obj (took 0.01s | total elapsed: 1.73s)
[8445/9995] [8445 success|0 fail] [SUCCESS] model_81150.obj (took 0.01s | total elapsed: 1.73s)
[8446/9995] [8446 success|0 fail] [SUCCESS] model_81163.obj (took 0.01s | total elapsed: 1.73s)
[8447/9995] [8447 success|0 fail] [SUCCESS] model_81182.obj (took 0.01s | total elapsed: 1.73s)
[8448/9995] [8448 success|0 fail] [SUCCESS] model_81162.obj (took 0.01s | total elapsed: 1.73s)
[8449/9995] [8449 success|0 fail] [SUCCESS] model_81181.obj (took 0.01s | total elapsed: 1.73s)
[8450/9995] [8450 success|0 fail] [SUCCESS] model_81209.obj (took 0.01s | total elapsed: 1.73s)
[8451/9995] [8451 success|0 fail] [SUCCESS] model_81149.obj (took 0.01s | total elapsed: 1.73s)
[8452/9995] [8452 success|0 fail] [SUCCESS] model_81206.obj (took 0.01s | total elapsed: 1.73s)
[8453/9995] [8453 success|0 fail] [SUCCESS] model_81208.obj (took 0.01s | total elapsed: 1.73s)
[8454/9995] [8454 success|0 fail] [SUCCESS] model_81203.obj (took 0.01s | total elapsed: 1.73s)
[8455/9995] [8455 success|0 fail] [SUCCESS] model_81202.obj (took 0.01s | total elapsed: 1.73s)
[8456/9995] [8456 success|0 fail] [SUCCESS] model_81152.obj (took 0.01s | total elapsed: 1.73s)
[8457/9995] [8457 success|0 fail] [SUCCESS] model_81211.obj (took 0.01s | total elapsed: 1.73s)
[8458/9995] [8458 success|0 fail] [SUCCESS] model_81221.obj (took 0.01s | total elapsed: 1.73s)
[8459/9995] [8459 success|0 fail] [SUCCESS] model_81215.obj (took 0.01s | total elapsed: 1.73s)
[8460/9995] [8460 success|0 fail] [SUCCESS] model_81259.obj (took 0.01s | total elapsed: 1.73s)
[8461/9995] [8461 success|0 fail] [SUCCESS] model_81260.obj (took 0.01s | total elapsed: 1.73s)
[8462/9995] [8462 success|0 fail] [SUCCESS] model_81262.obj (took 0.01s | total elapsed: 1.73s)
[8463/9995] [8463 success|0 fail] [SUCCESS] model_81261.obj (took 0.01s | total elapsed: 1.73s)
[8464/9995] [8464 success|0 fail] [SUCCESS] model_81227.obj (took 0.01s | total elapsed: 1.73s)
[8465/9995] [8465 success|0 fail] [SUCCESS] model_81223.obj (took 0.01s | total elapsed: 1.73s)
[8466/9995] [8466 success|0 fail] [SUCCESS] model_81214.obj (took 0.01s | total elapsed: 1.73s)
[8467/9995] [8467 success|0 fail] [SUCCESS] model_81210.obj (took 0.01s | total elapsed: 1.73s)
[8468/9995] [8468 success|0 fail] [SUCCESS] model_81264.obj (took 0.01s | total elapsed: 1.73s)
[8469/9995] [8469 success|0 fail] [SUCCESS] model_81267.obj (took 0.01s | total elapsed: 1.73s)
[8470/9995] [8470 success|0 fail] [SUCCESS] model_81207.obj (took 0.01s | total elapsed: 1.73s)
[8471/9995] [8471 success|0 fail] [SUCCESS] model_81263.obj (took 0.01s | total elapsed: 1.73s)
[8472/9995] [8472 success|0 fail] [SUCCESS] model_81254.obj (took 0.01s | total elapsed: 1.73s)
[8473/9995] [8473 success|0 fail] [SUCCESS] model_81269.obj (took 0.01s | total elapsed: 1.73s)
[8474/9995] [8474 success|0 fail] [SUCCESS] model_81291.obj (took 0.01s | total elapsed: 1.73s)
[8475/9995] [8475 success|0 fail] [SUCCESS] model_81266.obj (took 0.01s | total elapsed: 1.73s)
[8476/9995] [8476 success|0 fail] [SUCCESS] model_81265.obj (took 0.01s | total elapsed: 1.73s)
[8477/9995] [8477 success|0 fail] [SUCCESS] model_81268.obj (took 0.01s | total elapsed: 1.73s)
[8478/9995] [8478 success|0 fail] [SUCCESS] model_81307.obj (took 0.01s | total elapsed: 1.73s)
[8479/9995] [8479 success|0 fail] [SUCCESS] model_81290.obj (took 0.01s | total elapsed: 1.73s)
[8480/9995] [8480 success|0 fail] [SUCCESS] model_81366.obj (took 0.01s | total elapsed: 1.73s)
[8481/9995] [8481 success|0 fail] [SUCCESS] model_81454.obj (took 0.01s | total elapsed: 1.73s)
[8482/9995] [8482 success|0 fail] [SUCCESS] model_81370.obj (took 0.01s | total elapsed: 1.73s)
[8483/9995] [8483 success|0 fail] [SUCCESS] model_81369.obj (took 0.01s | total elapsed: 1.73s)
[8484/9995] [8484 success|0 fail] [SUCCESS] model_81310.obj (took 0.01s | total elapsed: 1.73s)
[8485/9995] [8485 success|0 fail] [SUCCESS] model_81309.obj (took 0.01s | total elapsed: 1.73s)
[8486/9995] [8486 success|0 fail] [SUCCESS] model_81308.obj (took 0.01s | total elapsed: 1.73s)
[8487/9995] [8487 success|0 fail] [SUCCESS] model_81363.obj (took 0.01s | total elapsed: 1.73s)
[8488/9995] [8488 success|0 fail] [SUCCESS] model_81368.obj (took 0.01s | total elapsed: 1.73s)
[8489/9995] [8489 success|0 fail] [SUCCESS] model_814659.obj (took 0.01s | total elapsed: 1.73s)
[8490/9995] [8490 success|0 fail] [SUCCESS] model_814660.obj (took 0.01s | total elapsed: 1.73s)
[8491/9995] [8491 success|0 fail] [SUCCESS] model_814658.obj (took 0.01s | total elapsed: 1.73s)
[8492/9995] [8492 success|0 fail] [SUCCESS] model_814657.obj (took 0.01s | total elapsed: 1.73s)
[8493/9995] [8493 success|0 fail] [SUCCESS] model_81292.obj (took 0.01s | total elapsed: 1.73s)
[8494/9995] [8494 success|0 fail] [SUCCESS] model_814667.obj (took 0.01s | total elapsed: 1.73s)
[8495/9995] [8495 success|0 fail] [SUCCESS] model_814663.obj (took 0.01s | total elapsed: 1.74s)
[8496/9995] [8496 success|0 fail] [SUCCESS] model_814668.obj (took 0.01s | total elapsed: 1.74s)
[8497/9995] [8497 success|0 fail] [SUCCESS] model_814666.obj (took 0.01s | total elapsed: 1.74s)
[8498/9995] [8498 success|0 fail] [SUCCESS] model_814665.obj (took 0.01s | total elapsed: 1.74s)
[8499/9995] [8499 success|0 fail] [SUCCESS] model_81145.obj (took 0.02s | total elapsed: 1.74s)
[8500/9995] [8500 success|0 fail] [SUCCESS] model_814661.obj (took 0.01s | total elapsed: 1.74s)
[8501/9995] [8501 success|0 fail] [SUCCESS] model_814677.obj (took 0.01s | total elapsed: 1.74s)
[8502/9995] [8502 success|0 fail] [SUCCESS] model_814669.obj (took 0.01s | total elapsed: 1.74s)
[8503/9995] [8503 success|0 fail] [SUCCESS] model_814671.obj (took 0.01s | total elapsed: 1.74s)
[8504/9995] [8504 success|0 fail] [SUCCESS] model_814678.obj (took 0.01s | total elapsed: 1.74s)
[8505/9995] [8505 success|0 fail] [SUCCESS] model_814675.obj (took 0.01s | total elapsed: 1.74s)
[8506/9995] [8506 success|0 fail] [SUCCESS] model_814670.obj (took 0.01s | total elapsed: 1.74s)
[8507/9995] [8507 success|0 fail] [SUCCESS] model_814680.obj (took 0.01s | total elapsed: 1.74s)
[8508/9995] [8508 success|0 fail] [SUCCESS] model_814682.obj (took 0.01s | total elapsed: 1.74s)
[8509/9995] [8509 success|0 fail] [SUCCESS] model_814673.obj (took 0.01s | total elapsed: 1.74s)
[8510/9995] [8510 success|0 fail] [SUCCESS] model_814760.obj (took 0.01s | total elapsed: 1.74s)
[8511/9995] [8511 success|0 fail] [SUCCESS] model_814664.obj (took 0.01s | total elapsed: 1.74s)
[8512/9995] [8512 success|0 fail] [SUCCESS] model_814757.obj (took 0.01s | total elapsed: 1.74s)
[8513/9995] [8513 success|0 fail] [SUCCESS] model_814761.obj (took 0.01s | total elapsed: 1.74s)
[8514/9995] [8514 success|0 fail] [SUCCESS] model_81528.obj (took 0.01s | total elapsed: 1.74s)
[8515/9995] [8515 success|0 fail] [SUCCESS] model_815474.obj (took 0.01s | total elapsed: 1.74s)
[8516/9995] [8516 success|0 fail] [SUCCESS] model_814762.obj (took 0.01s | total elapsed: 1.74s)
[8517/9995] [8517 success|0 fail] [SUCCESS] model_815475.obj (took 0.01s | total elapsed: 1.74s)
[8518/9995] [8518 success|0 fail] [SUCCESS] model_814679.obj (took 0.01s | total elapsed: 1.74s)
[8519/9995] [8519 success|0 fail] [SUCCESS] model_815478.obj (took 0.01s | total elapsed: 1.74s)
[8520/9995] [8520 success|0 fail] [SUCCESS] model_815477.obj (took 0.01s | total elapsed: 1.74s)
